ticker,date
ph,2024-05-02
ph,2024-02-01
ph,2023-11-02
ph,2023-08-03
ph,2023-05-04
ph,2023-02-02
ph,2022-11-03
ph,2022-08-04
ph,2022-05-05
ph,2022-02-03
ph,2021-11-04
rok,2026-08-04
rok,2026-05-05
rok,2026-02-05
rok,2025-11-06
rok,2025-08-06
rok,2025-05-07
rok,2025-02-10
rok,2024-11-07
rok,2024-08-07
rok,2024-05-07
rok,2023-11-02
rok,2023-08-01
rok,2023-04-27
rok,2023-01-26
rok,2022-11-02
rok,2022-07-27
rok,2022-05-03
rok,2022-01-27
rok,2021-11-02
rok,2021-07-27
tdg,2026-08-04
tdg,2026-05-05
tdg,2026-02-03
tdg,2025-11-12
tdg,2025-08-05
tdg,2025-05-06
tdg,2025-02-04
tdg,2024-11-07
tdg,2024-08-06
tdg,2024-05-07
tdg,2024-02-08
tdg,2023-11-09
tdg,2023-08-08
tdg,2023-05-09
tdg,2023-02-07
tdg,2022-11-10
tdg,2022-08-09
tdg,2022-05-10
tdg,2022-02-08
tdg,2021-11-16
unp,2026-07-23
unp,2026-04-23
unp,2026-01-27
unp,2025-10-23
unp,2025-07-24
unp,2025-04-24
unp,2025-01-23
unp,2024-10-24
unp,2024-07-25
unp,2024-04-25
unp,2024-01-25
unp,2023-10-19
unp,2023-07-26
unp,2023-04-20
unp,2023-01-24
unp,2022-10-20
unp,2022-07-21
unp,2022-04-21
unp,2022-01-20
unp,2021-10-21
fdx,2026-10-28
fdx,2026-03-19
fdx,2025-12-18
fdx,2025-09-18
fdx,2025-06-24
fdx,2025-03-20
fdx,2024-12-19
fdx,2024-09-19
fdx,2024-06-25
fdx,2024-03-21
fdx,2023-12-19
fdx,2023-09-20
fdx,2023-06-20
fdx,2023-03-16
fdx,2022-12-20
fdx,2022-09-22
fdx,2022-03-17
fdx,2021-12-16
fdx,2021-09-21
fdx,2021-06-24
ups,2026-10-27
ups,2026-07-28
ups,2026-04-28
ups,2026-01-27
ups,2025-10-28
ups,2025-07-29
ups,2025-04-29
ups,2025-01-30
ups,2024-10-24
ups,2024-07-23
ups,2024-04-23
ups,2023-10-26
ups,2023-08-08
ups,2023-04-25
ups,2022-10-25
ups,2022-07-26
ups,2022-04-26
ups,2022-02-01
ups,2021-10-26
ups,2021-07-27
lly,2026-10-29
lly,2026-08-05
lly,2026-04-30
lly,2026-02-04
lly,2025-10-30
lly,2025-08-07
lly,2025-05-01
lly,2025-02-06
lly,2024-10-30
lly,2024-08-08
lly,2024-04-30
lly,2024-02-06
lly,2023-11-02
lly,2023-08-08
lly,2023-04-27
lly,2023-02-02
lly,2022-11-01
lly,2022-08-04
lly,2022-04-28
lly,2022-02-03
nvo,2026-08-05
nvo,2026-05-06
nvo,2026-02-04
nvo,2025-11-05
nvo,2025-08-06
nvo,2025-05-07
nvo,2025-02-05
nvo,2024-11-06
nvo,2024-08-07
nvo,2024-05-02
nvo,2024-01-31
nvo,2023-11-02
nvo,2023-02-01
nvo,2016-08-05
nvo,2011-10-27
nvo,2011-04-28
nvo,2011-02-02
nvo,2010-10-27
nvo,2010-08-05
nvo,2010-04-27
regn,2026-07-30
regn,2026-04-29
regn,2026-01-30
regn,2025-10-28
regn,2025-08-01
regn,2025-04-29
regn,2025-02-04
regn,2024-10-31
regn,2024-08-01
regn,2024-05-02
regn,2024-02-02
regn,2023-11-02
regn,2023-08-03
regn,2023-05-04
regn,2022-11-03
regn,2022-08-03
regn,2022-05-04
regn,2022-02-04
regn,2021-11-04
regn,2021-08-05
isrg,2026-07-16
isrg,2026-04-21
isrg,2026-01-22
isrg,2025-10-21
isrg,2025-07-22
isrg,2025-04-22
isrg,2025-01-23
isrg,2024-10-17
isrg,2024-07-18
isrg,2024-01-23
isrg,2023-10-19
isrg,2023-07-20
isrg,2023-04-18
isrg,2023-01-24
isrg,2022-10-18
isrg,2022-07-21
isrg,2022-04-21
isrg,2022-01-20
isrg,2021-10-19
isrg,2021-07-20
vrtx,2026-11-02
vrtx,2026-08-03
vrtx,2026-05-04
vrtx,2026-02-12
vrtx,2025-11-03
vrtx,2025-08-04
vrtx,2025-05-05
vrtx,2025-02-10
vrtx,2024-11-04
vrtx,2024-08-01
vrtx,2024-02-05
vrtx,2023-11-06
vrtx,2023-08-01
vrtx,2023-05-01
vrtx,2023-02-07
vrtx,2022-10-27
vrtx,2022-08-04
vrtx,2022-05-05
vrtx,2022-01-26
vrtx,2021-11-02
mck,2026-08-05
mck,2026-05-07
mck,2026-02-04
mck,2025-11-05
mck,2025-08-06
mck,2025-05-08
mck,2025-02-05
mck,2024-11-06
mck,2024-08-07
mck,2024-05-07
mck,2024-02-07
mck,2023-11-01
mck,2023-08-02
mck,2023-05-08
mck,2023-02-01
mck,2022-11-01
mck,2022-08-03
mck,2022-05-05
mck,2022-02-02
mck,2021-11-01
jnj,2026-10-13
jnj,2026-07-15
jnj,2026-04-14
jnj,2026-01-21
jnj,2025-10-14
jnj,2025-07-16
jnj,2025-04-15
jnj,2025-01-22
jnj,2024-10-15
jnj,2024-07-17
jnj,2024-04-16
jnj,2024-01-23
jnj,2023-10-17
jnj,2023-07-20
jnj,2023-04-18
jnj,2023-01-24
jnj,2022-10-18
jnj,2022-07-19
jnj,2022-04-19
jnj,2022-01-25
abt,2026-07-16
abt,2026-04-16
abt,2026-01-22
abt,2025-10-15
abt,2025-07-17
abt,2025-04-16
abt,2025-01-22
abt,2024-10-16
abt,2024-07-18
abt,2024-04-17
abt,2024-01-24
abt,2023-10-18
abt,2023-07-20
abt,2023-04-19
abt,2023-01-25
abt,2022-10-19
abt,2022-07-20
abt,2022-04-20
abt,2022-01-26
abt,2021-10-20
bdx,2026-08-06
bdx,2026-05-07
bdx,2026-02-09
bdx,2025-11-06
bdx,2025-08-07
bdx,2025-05-01
bdx,2025-02-06
bdx,2024-11-07
bdx,2024-08-01
bdx,2024-05-02
bdx,2024-02-01
bdx,2023-11-09
bdx,2023-08-03
bdx,2023-05-04
bdx,2023-02-02
bdx,2022-11-10
bdx,2022-08-04
bdx,2022-05-05
bdx,2022-02-03
bdx,2021-11-04
tmo,2026-07-23
tmo,2026-04-23
tmo,2026-01-29
tmo,2025-10-22
tmo,2025-07-23
tmo,2025-04-23
tmo,2025-01-30
tmo,2024-10-23
tmo,2024-07-24
tmo,2024-04-24
tmo,2024-01-31
tmo,2023-10-25
tmo,2023-07-26
tmo,2023-04-26
tmo,2023-02-01
tmo,2022-10-26
tmo,2022-07-28
tmo,2022-04-28
tmo,2022-02-02
tmo,2021-10-27
dhr,2026-07-21
dhr,2026-04-21
dhr,2026-01-28
dhr,2025-10-21
dhr,2025-07-22
dhr,2025-04-22
dhr,2025-01-29
dhr,2024-10-22
dhr,2024-07-23
dhr,2024-04-23
dhr,2024-01-30
dhr,2023-10-24
dhr,2023-07-25
dhr,2023-04-25
dhr,2023-01-24
dhr,2022-10-20
dhr,2022-07-21
dhr,2022-04-21
dhr,2022-01-27
dhr,2021-10-21
syk,2026-07-30
syk,2026-04-30
syk,2026-01-29
syk,2025-10-30
syk,2025-07-31
syk,2025-05-01
syk,2025-01-28
syk,2024-10-29
syk,2024-07-30
syk,2024-04-30
syk,2023-11-02
syk,2023-08-03
syk,2023-05-01
syk,2023-01-31
syk,2022-10-31
syk,2022-07-26
syk,2022-04-28
syk,2022-01-27
syk,2021-10-28
syk,2021-07-27
sbux,2026-07-29
sbux,2026-04-28
sbux,2026-01-28
sbux,2025-10-29
sbux,2025-07-29
sbux,2025-04-29
sbux,2025-01-28
sbux,2024-10-30
sbux,2024-07-30
sbux,2024-04-30
sbux,2024-01-30
sbux,2023-11-02
sbux,2023-08-01
sbux,2023-05-02
sbux,2023-02-02
sbux,2022-11-03
sbux,2022-08-02
sbux,2022-05-03
sbux,2022-02-01
sbux,2021-10-28
nke,2026-10-01
nke,2026-06-30
nke,2026-03-31
nke,2025-12-18
nke,2025-09-30
nke,2025-06-26
nke,2025-03-20
nke,2024-12-19
nke,2024-06-27
nke,2024-03-21
nke,2023-12-21
nke,2023-09-28
nke,2023-06-29
nke,2023-03-21
nke,2022-12-20
nke,2022-09-29
nke,2022-06-27
nke,2022-03-21
nke,2021-12-20
nke,2021-09-23
hd,2026-08-18
hd,2026-05-19
hd,2026-02-24
hd,2025-11-18
hd,2025-05-20
hd,2025-02-25
hd,2024-11-12
hd,2024-08-13
hd,2024-05-14
hd,2024-02-20
hd,2023-11-14
hd,2023-08-15
hd,2023-02-21
hd,2022-11-15
hd,2022-08-16
hd,2022-05-17
hd,2022-02-22
hd,2021-11-16
hd,2021-08-17
hd,2021-05-18
low,2026-11-18
low,2026-08-19
low,2026-05-20
low,2026-02-25
low,2025-11-19
low,2025-08-20
low,2025-05-21
low,2025-02-26
low,2024-11-19
low,2024-08-20
low,2024-05-21
low,2024-02-27
low,2023-11-21
low,2023-08-22
low,2023-05-23
low,2023-03-01
low,2022-08-17
low,2022-05-18
low,2022-02-23
low,2021-11-17
tjx,2026-11-18
tjx,2026-08-19
tjx,2026-05-20
tjx,2026-02-25
tjx,2025-11-19
tjx,2025-08-20
tjx,2025-05-21
tjx,2025-02-26
tjx,2024-11-20
tjx,2024-08-21
tjx,2024-05-22
tjx,2024-02-28
tjx,2023-08-16
tjx,2023-05-17
tjx,2023-02-22
tjx,2022-11-16
tjx,2022-08-17
tjx,2022-05-18
tjx,2022-02-23
tjx,2021-11-17
bkng,2026-08-04
bkng,2026-04-28
bkng,2026-02-18
bkng,2025-10-28
bkng,2025-07-29
bkng,2025-04-29
bkng,2025-02-20
bkng,2024-10-30
bkng,2024-08-01
bkng,2024-05-02
bkng,2024-02-22
bkng,2023-11-02
bkng,2023-08-03
bkng,2023-05-04
bkng,2023-02-23
bkng,2022-11-02
bkng,2022-08-03
bkng,2022-05-04
bkng,2022-02-23
bkng,2021-11-03
cmg,2026-10-28
cmg,2026-07-29
cmg,2026-04-29
cmg,2026-02-03
cmg,2025-10-29
cmg,2025-07-23
cmg,2025-04-23
cmg,2025-02-04
cmg,2024-10-29
cmg,2024-07-24
cmg,2024-04-24
cmg,2024-02-06
cmg,2023-10-26
cmg,2023-07-26
cmg,2023-04-25
cmg,2023-02-07
cmg,2022-10-25
cmg,2022-07-26
cmg,2022-04-26
cmg,2022-02-08
orly,2026-07-29
orly,2026-04-29
orly,2026-02-04
orly,2025-10-22
orly,2025-07-23
orly,2025-04-23
orly,2025-02-05
orly,2024-10-23
orly,2024-07-24
orly,2024-04-24
orly,2024-02-07
orly,2023-10-25
orly,2023-07-26
orly,2023-04-26
orly,2023-02-08
orly,2022-10-26
orly,2022-07-27
orly,2022-04-27
orly,2022-02-09
orly,2021-10-27
mar,2026-08-03
mar,2026-05-06
mar,2026-02-10
mar,2025-11-04
mar,2025-08-05
mar,2025-05-06
mar,2025-02-11
mar,2024-11-04
mar,2024-07-31
mar,2024-05-01
mar,2024-02-13
mar,2023-11-02
mar,2023-08-01
mar,2023-05-02
mar,2023-02-14
mar,2022-11-03
mar,2022-08-02
mar,2022-05-04
mar,2022-02-15
mar,2021-11-03
cprt,2026-09-10
cprt,2026-05-21
cprt,2026-02-19
cprt,2025-11-20
cprt,2025-09-04
cprt,2025-05-22
cprt,2025-02-20
cprt,2024-11-21
cprt,2024-09-04
cprt,2024-05-16
cprt,2024-02-22
cprt,2023-11-16
cprt,2023-09-14
cprt,2023-05-16
cprt,2023-02-21
cprt,2022-11-16
cprt,2022-09-07
cprt,2022-05-18
cprt,2022-02-16
cprt,2021-11-17
pcar,2026-07-28
pcar,2026-04-28
pcar,2026-01-27
pcar,2025-10-21
pcar,2025-07-22
pcar,2025-04-29
pcar,2025-01-28
pcar,2024-10-22
pcar,2024-07-23
pcar,2024-04-30
pcar,2024-01-23
pcar,2023-10-24
pcar,2023-07-25
pcar,2023-04-25
pcar,2023-01-24
pcar,2022-10-25
pcar,2022-07-26
pcar,2022-04-26
pcar,2022-01-25
pcar,2021-10-26
wm,2026-07-28
wm,2026-04-28
wm,2026-01-28
wm,2025-10-27
wm,2025-07-28
wm,2025-04-28
wm,2025-01-29
wm,2024-10-28
wm,2024-07-24
wm,2024-04-24
wm,2024-02-12
wm,2023-10-24
wm,2023-07-25
wm,2023-04-26
wm,2023-02-01
wm,2022-10-26
wm,2022-07-27
wm,2022-04-26
wm,2022-02-02
wm,2021-10-26
rsg,2026-08-06
rsg,2026-05-07
rsg,2026-02-17
rsg,2025-10-30
rsg,2025-07-29
rsg,2025-04-24
rsg,2025-02-13
rsg,2024-10-29
rsg,2024-07-24
rsg,2024-04-30
rsg,2024-02-27
rsg,2023-10-26
rsg,2023-07-31
rsg,2023-04-27
rsg,2023-02-15
rsg,2022-10-27
rsg,2022-08-04
rsg,2022-05-05
rsg,2022-02-10
rsg,2021-10-28
pg,2026-10-22
pg,2026-07-29
pg,2026-04-24
pg,2026-01-22
pg,2025-10-24
pg,2025-07-29
pg,2025-04-24
pg,2025-01-22
pg,2024-10-18
pg,2024-07-30
pg,2024-04-19
pg,2024-01-23
pg,2023-10-18
pg,2023-07-28
pg,2023-04-21
pg,2023-01-19
pg,2022-10-19
pg,2022-07-29
pg,2022-04-20
pg,2022-01-19
ko,2026-07-28
ko,2026-04-28
ko,2026-02-10
ko,2025-10-21
ko,2025-07-22
ko,2025-04-29
ko,2025-02-11
ko,2024-10-23
ko,2024-07-23
ko,2024-04-30
ko,2024-02-13
ko,2023-10-24
ko,2023-07-26
ko,2022-07-26
ko,2022-02-10
ko,2021-10-27
ko,2021-07-21
ko,2021-04-19
ko,2020-10-22
ko,2020-07-21
pep,2026-10-08
pep,2026-07-09
pep,2026-04-16
pep,2026-02-03
pep,2025-10-09
pep,2025-07-17
pep,2025-04-24
pep,2025-02-04
pep,2024-10-08
pep,2024-07-11
pep,2024-04-23
pep,2024-02-09
pep,2023-10-10
pep,2023-07-13
pep,2023-04-25
pep,2023-02-09
pep,2022-10-12
pep,2022-07-12
pep,2022-04-26
pep,2022-02-10
cl,2026-10-30
cl,2026-07-31
cl,2026-05-01
cl,2026-01-30
cl,2025-10-31
cl,2025-08-01
cl,2025-04-25
cl,2025-01-31
cl,2024-10-25
cl,2024-07-26
cl,2024-04-26
cl,2024-01-26
cl,2023-10-27
cl,2023-07-28
cl,2023-04-28
cl,2023-01-27
cl,2022-10-28
cl,2022-07-29
cl,2022-04-29
cl,2022-01-28
kmb,2026-08-04
kmb,2026-04-28
kmb,2026-01-27
kmb,2025-10-30
kmb,2025-08-01
kmb,2025-04-22
kmb,2025-01-28
kmb,2024-10-22
kmb,2024-07-23
kmb,2024-04-23
kmb,2024-01-24
kmb,2023-10-24
kmb,2023-07-25
kmb,2023-04-25
kmb,2023-01-25
kmb,2022-10-25
kmb,2022-07-26
kmb,2022-04-22
kmb,2022-01-26
kmb,2021-10-25
gis,2026-09-23
gis,2026-07-01
gis,2026-03-18
gis,2025-12-17
gis,2025-09-17
gis,2025-06-25
gis,2025-03-19
gis,2024-12-18
gis,2024-09-18
gis,2024-06-26
gis,2024-03-20
gis,2023-12-20
gis,2023-09-20
gis,2023-06-28
gis,2023-03-23
gis,2022-12-20
gis,2022-09-21
gis,2022-06-29
gis,2022-03-23
gis,2021-12-21
hsy,2026-07-30
hsy,2026-04-30
hsy,2026-02-05
hsy,2025-10-30
hsy,2025-07-30
hsy,2025-05-01
hsy,2025-02-06
hsy,2024-11-07
hsy,2024-08-01
hsy,2024-05-03
hsy,2024-02-08
hsy,2023-10-26
hsy,2023-07-27
hsy,2023-04-27
hsy,2023-02-02
hsy,2022-11-04
hsy,2022-07-28
hsy,2022-04-28
hsy,2022-02-03
hsy,2021-10-28
mdlz,2026-07-28
mdlz,2026-04-28
mdlz,2026-02-03
mdlz,2025-10-28
mdlz,2025-07-29
mdlz,2025-04-29
mdlz,2025-02-04
mdlz,2024-10-29
mdlz,2024-07-30
mdlz,2024-04-30
mdlz,2024-01-30
mdlz,2023-11-01
mdlz,2023-07-27
mdlz,2023-04-27
mdlz,2023-01-31
mdlz,2022-11-01
mdlz,2022-07-26
mdlz,2022-04-26
mdlz,2022-01-27
mdlz,2021-11-02
cost,2026-09-24
cost,2026-05-28
cost,2026-03-05
cost,2025-12-11
cost,2025-09-25
cost,2025-05-29
cost,2025-03-06
cost,2024-12-12
cost,2024-09-26
cost,2024-05-30
cost,2024-03-07
cost,2023-12-14
cost,2023-09-26
cost,2023-05-25
cost,2023-03-02
cost,2022-09-22
cost,2022-05-26
cost,2022-03-03
cost,2021-12-09
cost,2021-09-23
lmt,2026-07-23
lmt,2026-04-23
lmt,2026-01-29
lmt,2025-10-21
lmt,2025-07-22
lmt,2025-04-22
lmt,2025-01-28
lmt,2024-10-22
lmt,2024-07-23
lmt,2024-04-23
lmt,2024-01-23
lmt,2023-10-17
lmt,2023-07-18
lmt,2023-04-18
lmt,2023-01-24
lmt,2022-10-18
lmt,2022-07-19
lmt,2022-04-19
lmt,2022-01-25
lmt,2021-10-26
brk.b,2026-08-10
brk.b,2026-05-04
brk.b,2026-03-02
brk.b,2025-11-03
brk.b,2025-08-04
brk.b,2025-05-05
brk.b,2025-02-24
brk.b,2024-11-04
brk.b,2024-08-05
brk.b,2024-05-06
brk.b,2024-02-26
brk.b,2023-11-06
brk.b,2023-08-07
brk.b,2023-05-08
brk.b,2023-02-27
brk.b,2022-05-02
brk.b,2022-02-28
brk.b,2021-03-01
brk.b,2020-08-10
brk.b,2020-05-04
spgi,2026-07-28
spgi,2026-04-28
spgi,2026-02-10
spgi,2025-10-30
spgi,2025-07-31
spgi,2025-04-29
spgi,2025-02-11
spgi,2024-10-24
spgi,2024-07-30
spgi,2024-04-25
spgi,2024-02-08
spgi,2023-11-02
spgi,2023-07-27
spgi,2023-04-27
spgi,2023-02-09
spgi,2022-10-27
spgi,2022-08-02
spgi,2022-05-03
spgi,2022-02-08
spgi,2021-10-26
ice,2026-07-30
ice,2026-04-30
ice,2026-02-05
ice,2025-10-30
ice,2025-07-31
ice,2025-05-01
ice,2025-02-06
ice,2024-10-31
ice,2024-08-01
ice,2024-05-02
ice,2024-02-08
ice,2023-11-02
ice,2023-08-03
ice,2023-05-04
ice,2023-02-02
ice,2022-11-03
ice,2022-08-04
ice,2022-05-05
ice,2022-02-03
ice,2021-10-28
aon,2026-07-29
aon,2026-05-01
aon,2026-01-30
aon,2025-10-31
aon,2025-07-25
aon,2025-04-25
aon,2025-01-31
aon,2024-10-25
aon,2024-07-26
aon,2024-04-26
aon,2024-02-02
aon,2023-10-27
aon,2023-07-28
aon,2023-04-28
aon,2023-02-03
aon,2022-10-28
aon,2022-07-29
aon,2022-04-29
aon,2022-02-04
aon,2021-10-29
ajg,2026-07-30
ajg,2026-04-30
ajg,2026-01-29
ajg,2025-10-30
ajg,2025-07-31
ajg,2025-05-01
ajg,2025-01-30
ajg,2024-10-24
ajg,2024-07-25
ajg,2024-04-25
ajg,2024-01-25
ajg,2023-10-26
ajg,2023-07-27
ajg,2023-04-27
ajg,2023-01-26
ajg,2022-10-27
ajg,2022-07-28
ajg,2022-04-28
ajg,2022-01-27
ajg,2021-10-28
so,2026-07-30
so,2026-04-30
so,2026-02-19
so,2025-10-30
so,2025-07-31
so,2025-05-01
so,2025-02-20
so,2024-10-31
